RowID,OrderID,OrderDate,CustomerID,ProductID,ProductName,Sales,Quantity
97,CA-2017-161018,9/11/17,PN-18775,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,96.53,7
98,CA-2017-157833,17/6/17,KD-16345,OFF-BI-10001721,Trimflex Flexible Post Binders,51.312,3
99,CA-2016-149223,6/9/16,ER-13855,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,77.88,6
100,CA-2016-158568,29/8/16,RB-19465,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,64.624,7
101,CA-2016-158568,29/8/16,RB-19465,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3
102,CA-2016-158568,29/8/16,RB-19465,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,1.788,3
103,CA-2016-129903,1/12/16,GZ-14470,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4
104,US-2015-156867,13/11/15,LC-16870,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6
105,US-2015-156867,13/11/15,LC-16870,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3
106,US-2015-156867,13/11/15,LC-16870,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3
107,CA-2017-119004,23/11/17,JM-15250,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8
108,CA-2017-119004,23/11/17,JM-15250,TEC-PH-10002844,Speck Products Candyshell Flip Case,27.992,1
109,CA-2017-119004,23/11/17,JM-15250,OFF-AR-10000390,Newell Chalk Holder,3.304,1
110,CA-2015-129476,15/10/15,PA-19060,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,339.96,5
111,CA-2017-146780,25/12/17,CV-12805,FUR-FU-10001934,Magnifier Swing Arm Lamp,41.96,2
112,CA-2016-128867,3/11/16,CL-12565,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2
113,CA-2016-128867,3/11/16,CL-12565,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",27.24,6
114,CA-2014-115259,25/8/14,RC-19960,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",40.096,14
115,CA-2014-115259,25/8/14,RC-19960,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2
116,CA-2014-115259,25/8/14,RC-19960,OFF-PA-10004965,Xerox 1921,23.976,3
117,CA-2014-115259,25/8/14,RC-19960,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6
118,CA-2015-110457,2/3/15,DK-13090,FUR-TA-10001768,Hon Racetrack Conference Tables,787.53,3
119,US-2015-136476,5/4/15,GG-14650,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,157.794,1
120,CA-2016-103730,12/6/16,SC-20725,FUR-FU-10002157,Artistic Insta-Plaque,47.04,3
121,CA-2016-103730,12/6/16,SC-20725,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4
122,CA-2016-103730,12/6/16,SC-20725,OFF-ST-10000777,"Companion Letter/Legal File, Black",226.56,6
123,CA-2016-103730,12/6/16,SC-20725,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,115.02,9
124,CA-2016-103730,12/6/16,SC-20725,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7
125,US-2014-152030,26/12/14,AD-10180,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,600.558,3
126,US-2014-134614,20/9/14,PF-19165,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,617.7,6
127,US-2017-107272,5/11/17,TS-21610,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",2.388,2
128,US-2017-107272,5/11/17,TS-21610,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7
129,US-2016-125969,6/11/16,LS-16975,FUR-CH-10001146,"Global Task Chair, Black",81.424,2
130,US-2016-125969,6/11/16,LS-16975,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3
131,US-2017-164147,2/2/17,DW-13585,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5
132,US-2017-164147,2/2/17,DW-13585,OFF-PA-10002377,Xerox 1916,78.304,2
133,US-2017-164147,2/2/17,DW-13585,OFF-FA-10002780,Staples,21.456,9
134,CA-2016-145583,13/10/16,LC-16885,OFF-PA-10001804,Xerox 195,20.04,3
135,CA-2016-145583,13/10/16,LC-16885,OFF-PA-10001736,Xerox 1880,35.44,1
136,CA-2016-145583,13/10/16,LC-16885,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",11.52,4
137,CA-2016-145583,13/10/16,LC-16885,OFF-FA-10002988,Ideal Clamps,4.02,2
138,CA-2016-145583,13/10/16,LC-16885,OFF-BI-10004781,GBC Wire Binding Strips,76.176,3
139,CA-2016-145583,13/10/16,LC-16885,OFF-SU-10001218,Fiskars Softgrip Scissors,65.88,6
140,CA-2016-145583,13/10/16,LC-16885,FUR-FU-10001706,Longer-Life Soft White Bulbs,43.12,14
141,CA-2016-110366,5/9/16,JD-15895,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2
142,CA-2017-106180,18/9/17,SH-19975,OFF-AR-10000940,Newell 343,8.82,3
143,CA-2017-106180,18/9/17,SH-19975,OFF-EN-10004030,Convenience Packs of Business Envelopes,10.86,3
144,CA-2017-106180,18/9/17,SH-19975,OFF-PA-10004327,Xerox 1911,143.7,3
145,CA-2017-155376,22/12/17,SG-20080,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3
146,CA-2015-110744,7/9/15,HA-14920,OFF-ST-10003656,Safco Industrial Wire Shelving,671.93,7
147,CA-2014-110072,22/10/14,MG-17680,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4
148,CA-2016-114489,5/12/16,JE-16165,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11
149,CA-2016-114489,5/12/16,JE-16165,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,149.97,3
150,CA-2016-114489,5/12/16,JE-16165,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8
151,CA-2016-114489,5/12/16,JE-16165,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,171.55,5
152,CA-2016-158834,13/3/16,TW-21025,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5
153,CA-2016-158834,13/3/16,TW-21025,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2
154,CA-2015-124919,31/5/15,SP-20650,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7
155,CA-2015-124919,31/5/15,SP-20650,OFF-PA-10002254,Xerox 1883,105.52,4
156,CA-2015-124919,31/5/15,SP-20650,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6
157,CA-2015-118948,28/5/15,NK-18490,OFF-AR-10001547,Newell 311,6.63,3
158,CA-2014-104269,1/3/14,DB-13060,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,457.568,2
159,CA-2016-114104,20/11/16,NP-18670,OFF-LA-10002475,Avery 519,14.62,2
160,CA-2016-114104,20/11/16,NP-18670,TEC-PH-10004536,Avaya 5420 Digital phone,944.93,7
161,CA-2016-162733,11/5/16,TT-21070,OFF-PA-10002751,Xerox 1920,5.98,1
162,CA-2015-119697,28/12/15,EM-13960,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,54.384,2
163,CA-2016-154508,16/11/16,RD-19900,OFF-EN-10001990,Staple envelope,28.4,5
164,CA-2016-113817,7/11/16,MJ-17740,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,27.68,2
165,CA-2014-139892,8/9/14,BM-11140,OFF-AR-10004441,BIC Brite Liner Highlighters,9.936,3
166,CA-2014-139892,8/9/14,BM-11140,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8
167,CA-2014-139892,8/9/14,BM-11140,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,275.928,3
168,CA-2014-139892,8/9/14,BM-11140,FUR-CH-10004287,SAFCO Arco Folding Chair,1740.06,9
169,CA-2014-139892,8/9/14,BM-11140,OFF-AR-10002656,Sanford Liquid Accent Highlighters,32.064,6
170,CA-2014-139892,8/9/14,BM-11140,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,177.98,5
171,CA-2014-139892,8/9/14,BM-11140,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3
172,CA-2014-118962,5/8/14,CS-12130,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3
173,CA-2014-118962,5/8/14,CS-12130,OFF-PA-10001144,Xerox 1913,110.96,2
174,CA-2014-118962,5/8/14,CS-12130,FUR-CH-10003817,"Global Value Steno Chair, Gray",340.144,7
175,US-2014-100853,14/9/14,JB-15400,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2
176,US-2014-100853,14/9/14,JB-15400,OFF-LA-10003148,Avery 51,20.16,4
177,US-2017-152366,21/4/17,SJ-20500,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4
178,US-2015-101511,21/11/15,JE-15745,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",396.802,7
179,US-2015-101511,21/11/15,JE-15745,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,15.88,5
180,CA-2015-137225,15/12/15,JK-15640,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1
181,CA-2014-166191,5/12/14,DK-13150,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2
182,CA-2014-166191,5/12/14,DK-13150,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7
183,CA-2014-158274,19/11/14,RM-19675,TEC-PH-10003273,AT&T TR1909W,503.96,4
184,CA-2014-158274,19/11/14,RM-19675,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),149.95,5
185,CA-2014-158274,19/11/14,RM-19675,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,29,2
186,CA-2016-105018,28/11/16,SK-19990,OFF-BI-10001890,Avery Poly Binder Pockets,7.16,2
187,CA-2014-123260,26/8/14,FM-14290,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8
188,CA-2016-157000,16/7/16,AM-10360,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",37.224,3
189,CA-2016-157000,16/7/16,AM-10360,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3
190,CA-2015-102281,12/10/15,MP-17470,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4
191,CA-2015-102281,12/10/15,MP-17470,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6
192,CA-2015-102281,12/10/15,MP-17470,OFF-PA-10000061,Xerox 205,51.84,8
193,CA-2015-102281,12/10/15,MP-17470,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3
194,CA-2015-102281,12/10/15,MP-17470,OFF-AR-10003514,4009 Highlighters by Sanford,19.9,5
195,CA-2015-131457,31/10/15,MZ-17515,OFF-EN-10001509,Poly String Tie Envelopes,14.28,7
196,CA-2014-140004,21/3/14,CB-12025,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2
197,CA-2014-140004,21/3/14,CB-12025,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,3
198,CA-2017-107720,6/11/17,VM-21685,OFF-ST-10001414,Decoflex Hanging Personal Folder File,46.26,3
199,US-2017-124303,6/7/17,FH-14365,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2
200,US-2017-124303,6/7/17,FH-14365,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3
201,CA-2017-105074,24/6/17,MB-17305,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,3
202,CA-2014-133690,3/8/14,BS-11755,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2
203,CA-2014-133690,3/8/14,BS-11755,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1
204,US-2017-116701,17/12/17,LC-17140,OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,66.284,2
205,CA-2017-126382,3/6/17,HK-14890,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7
206,CA-2017-108329,9/12/17,LE-16810,TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,444.768,4
207,CA-2017-135860,1/12/17,JH-15985,OFF-ST-10000642,"Tennsco Lockers, Gray",83.92,4
208,CA-2017-135860,1/12/17,JH-15985,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2
209,CA-2017-135860,1/12/17,JH-15985,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",15.92,4
210,CA-2017-135860,1/12/17,JH-15985,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",52.29,9
211,CA-2017-135860,1/12/17,JH-15985,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1
212,CA-2015-101007,9/2/15,MS-17980,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,20.8,2
213,CA-2015-146262,2/1/15,VW-21775,OFF-LA-10004544,Avery 505,23.68,2
214,CA-2015-146262,2/1/15,VW-21775,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5
215,CA-2015-146262,2/1/15,VW-21775,TEC-PH-10002844,Speck Products Candyshell Flip Case,62.982,3
216,CA-2015-146262,2/1/15,VW-21775,TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,1188,9
217,CA-2015-146262,2/1/15,VW-21775,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2
218,CA-2016-130162,28/10/16,JH-15910,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",93.06,6
219,CA-2016-130162,28/10/16,JH-15910,TEC-PH-10002563,Adtran 1202752G1,302.376,3
220,CA-2015-169397,24/12/15,JB-15925,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,5.584,2
221,CA-2015-169397,24/12/15,JB-15925,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6
222,CA-2015-169397,24/12/15,JB-15925,OFF-BI-10002852,Ibico Standard Transparent Covers,19.776,4
